"","x"
"3658","connect people, data and policies together to save our future, says  in a well done opening speech… https://t.co/6vgbjnvaup"
"3659"," demanding a truly effective #biodiversity value chain!  is open! 
 https://t.co/jh7cx5mqc8"
"3660","meer dan 700 deelnemers uit 67 landen  https://t.co/1nxrs5dubn https://t.co/ge3qmj8xst"
"3661","rt : vanochtend ben ik bij de opening  die we vanuit  hosten. alles over data en biodiversite…"
"3662","rt : #unconference  for wild ideas, go here:https://t.co/donhjei7nj"
"3663","rt : #unconference  for better practices, go here: https://t.co/zrtnifcymu https://t.co/lmezwau88q"
"3664","rt : ready for the opening plenary !  https://t.co/4rrmb5zx96"
"3665","biodiversity data train  https://t.co/gktlznv99v"
"3666"," is going to start, the greatest ever conference on #biodiversityinformatics!  pensoft is so proud… https://t.co/lqso5e7aib"
"3667","rt : one reason #inaturalist is so great in a #wikidata context is that users can pick their own license to share their observati…"
"3668","rt : arrived at  conference, ready to talk about detecting wildlife using audio &; deep learning. ping me if into au…"
"3669","here we go!  opening  in front of 700 delegates! https://t.co/anjt47dbtn"
"3670","the conference starts!  https://t.co/pqtl2vmfzc"
"3671","excited to see what's next for biodiversity!  https://t.co/hbgjv9thyp"
"3672","rt : our slides on neon biorepository progress for yesterday's   workshop: ""ws53 using neon sles…"
"3673","vanochtend ben ik bij de opening  die we vanuit  hosten. alles over data en biodiv… https://t.co/pvcywyogar"
"3674","rt : one reason #inaturalist is so great in a #wikidata context is that users can pick their own license to share their observati…"
"3675","arrived at  conference, ready to talk about detecting wildlife using audio &; deep learning. ping m… https://t.co/iqdubexdoi"
"3676","rt :   #entodig3d #tensorflow find out how to digitize pinned insect collections, automatically. top…"
"3677","ready for the opening plenery of  ! https://t.co/ottvbuxwhc"
"3678","rt : is #inaturalist the only citizen science app on biodiversity that facilitates reuse of (meta) data, or are there other ex…"
"3679","ready for the opening plenary !  https://t.co/4rrmb5zx96"
"3680"," is about to begin! very excited to learn about projects in the #biodiversity community! find us at our… https://t.co/sbnmfwakjt"
"3681","rt : #unconference  for better practices, go here: https://t.co/zrtnifcymu https://t.co/lmezwau88q"
"3682","rt : is #inaturalist the only citizen science app on biodiversity that facilitates reuse of (meta) data, or are there other ex…"
"3683","rt : excited to be here at  next with two of my favorite people  ! looking forward to…"
"3684","rt : game on!!!  https://t.co/bndtxlhbzk"
"3685","rt : excited to be here at  next with two of my favorite people  ! looking forward to…"
"3686","rt : excited to be here at  next with two of my favorite people  ! looking forward to…"
"3687","excited to be here at  next with two of my favorite people  ! looking for… https://t.co/zsze4eaal0"
"3688","rt : many #bhlib colleagues have gathered in leiden for the  conference. looking forward to several days of aweso…"
"3689","rt : many #bhlib colleagues have gathered in leiden for the  conference. looking forward to several days of aweso…"
"3690","many #bhlib colleagues have gathered in leiden for the  conference. looking forward to several days of… https://t.co/88o1qq2wce"
"3691","game on!!!  https://t.co/bndtxlhbzk"
"3692","rt : and now we've been drinking in a church - again - with , , , ,  etc colleagues.…"
"3693","is #inaturalist the only citizen science app on biodiversity that facilitates reuse of (meta) data, or are there ot… https://t.co/dupqkswpno"
"3694","rt : improving #data citation is 's 2020 priority, says  at #gb26 . great to see recent improve…"
"3695","one reason #inaturalist is so great in a #wikidata context is that users can pick their own license to share their… https://t.co/y4wjy4zcwz"
"3696","#unconference  for better practices, go here: https://t.co/zrtnifcymu https://t.co/lmezwau88q"
"3697","#unconference  for wild ideas, go here:https://t.co/donhjei7nj"
"3698","#unconference  for better science, go here: https://t.co/bffdyxvjfz"
"3699","the  #unconference session is open, we need your input! for guidelines, go here:… https://t.co/6lu5wz8n4k"
"3700","rt : and now we've been drinking in a church - again - with , , , ,  etc colleagues.…"
"3701","rt : improving #data citation is 's 2020 priority, says  at #gb26 . great to see recent improve…"
"3702","on my way to  conference to meet friends new and old and to present on some of the setups we have… https://t.co/r2etbglkq6"
"3703","rt : pan-european #biodiversity monitoring workshop at the  pre-conference, organised by the #cetaf biodivers…"
"3704","rt : and now we've been drinking in a church - again - with , , , ,  etc colleagues.…"
"3705","rt :  starts off the biodiversity informatics 101 workshop  noting that &gt;30 countries are represented here! …"
"3706","rt : we've shown you around our  venue, the stadsgehoorzaal. but.. how do you pronounce that name?! https://t.…"
"3707","i am on my way to  to see and discuss if #wikidata also can be an open and fair resource for biodi… https://t.co/h3uiej5eyi"
"3708","rt : our (  )  poster for   about mutual reinforcement of #inaturalist and #w…"
"3709","rt : and now we've been drinking in a church - again - with , , , ,  etc colleagues.…"
"3710","rt : our slides on neon biorepository progress for yesterday's   workshop: ""ws53 using neon sles…"
"3711","rt : our (  )  poster for   about mutual reinforcement of #inaturalist and #w…"
"3712","rt :  presenting to a full house at the  pre-conference biodiversity informatics 101 workshop. a…"
"3713","rt :  presenting to a full house at the  pre-conference biodiversity informatics 101 workshop. a…"
"3714","rt : . #26ga just finished! thanks for the great work and for having us for this special dinner in the stunning hoogland…"
"3715","and now we've been drinking in a church - again - with , , , ,  etc co… https://t.co/3rff1g07uq"
"3716","rt : . #26ga just finished! thanks for the great work and for having us for this special dinner in the stunning hoogland…"
"3717","    is there an overview of #inaturalist events hapening at ?"
"3718","rt : introducing our  keynote speakers:

 is the director of the biodiversity and ecosystems services…"
"3719","rt : hey  do we have a bioblitz running?  "
"3720","rt : go find more about the rationale behind  - meant to bring together the european branches of   …"
"3721","rt : in time for , we'd like to point to our approach to #biodiversitydata publishing &; #dataquality. at the end o…"
"3722","rt : the first gb of  under my term as chair, held in the magnificent new building of  in connection wi…"
"3723","rt : welcome to leiden, all  attendees! 

we hope to see you at the si55 symposium ""federated infrastructures for…"
"3724","rt : quentin groom  kicking off the ""authority management of people names"" workshop at . #biodiversit…"
"3725","rt :  starts off the biodiversity informatics 101 workshop  noting that &gt;30 countries are represented here! …"
"3726","rt : i've plotted gbif occurrence data on a map with r and jupyter notebook! https://t.co/ahpi7xnyiz  ws01 https:/…"
"3727","rt : an inspiring, dinamic and enriching session today on pre-conference day 2 #biodiversityinformatics101 https://t.co/mdr70…"
"3728","rt : our (  )  poster for   about mutual reinforcement of #inaturalist and #w…"
"3729","rt : our (  )  poster for   about mutual reinforcement of #inaturalist and #w…"
"3730","       i had such a wonder… https://t.co/ujr88i4yyb"
"3731","rt : our (  )  poster for   about mutual reinforcement of #inaturalist and #w…"
"3732","rt : wishing the best luck for our fiends at  for the ebbe price at    https://t.c…"
"3733","rt : quentin groom  kicking off the ""authority management of people names"" workshop at . #biodiversit…"
"3734","rt : our (  )  poster for   about mutual reinforcement of #inaturalist and #w…"
"3735","rt : #esp10 live:  () urges for #ecology #scientists to ensure their #data are #fairdata. 
<U+2755>good to remembe…"
"3736","rt : . #26ga just finished! thanks for the great work and for having us for this special dinner in the stunning hoogland…"
"3737","rt : welcome to leiden, all  attendees! 

we hope to see you at the si55 symposium ""federated infrastructures for…"
"3738","rt : here are some of the challenges/needs we have in uruguay. we have a long way to go! meet us on thursday for the ‘perspec…"
"3739","here are some of the challenges/needs we have in uruguay. we have a long way to go! meet us on thursday for the ‘pe… https://t.co/iinixlr9cv"
